Sentence #	Word	POS	Tag
	com	ADP	O
	o	DET	O
	usuario	NOUN	O
	.	PUNCT	O
Sentence: 117	Nokia	PROPN	O
	nunca	ADV	O
	mais	ADV	O
	.	PUNCT	O
Sentence: 118	Já	ADV	O
	tinham	VERB	O
	me	PRON	O
	avisado	VERB	O
	para	SCONJ	O
	não	ADV	O
	comprar	VERB	O
	aparelho	NOUN	B-asp
	da	ADP	O
	Motorola	PROPN	O
	.	PUNCT	O
Sentence: 119	Não	ADV	O
	tem	VERB	O
	praticidade	NOUN	B-asp
	de	ADP	O
	uso	NOUN	O
	.	PUNCT	O
Sentence: 120	No	ADP	O
	anúncio	NOUN	O
	diz	VERB	O
	que	SCONJ	O
	a	DET	O
	bateria	NOUN	B-asp
	pode	VERB	O
	durar	VERB	O
	em	ADP	O
	standy	PROPN	O
	bay	PROPN	O
	de	ADP	O
	4	NUM	O
	dias	NOUN	O
	em	ADP	O
	diante	ADV	O
	,	PUNCT	O
	MENTIRA	NOUN	O
	,	PUNCT	O
	dura	VERB	O
	no	ADP	O
	máximo	NOUN	O
	dois	NUM	O
	dias	NOUN	O
	mesmo	ADV	O
	sem	ADP	O
	uso	NOUN	O
	.	PUNCT	O
Sentence: 121	E	CCONJ	O
	um	DET	O
	detalhe	NOUN	O
	HORRÍVEL	ADJ	O
	é	VERB	O
	que	SCONJ	O
	demora	VERB	O
	4	NUM	O
	horas	NOUN	O
	para	SCONJ	O
	carregar	VERB	O
	.	PUNCT	O
Sentence: 122	RIDÍCULO	PROPN	O
	.	PUNCT	O
Sentence: 123	ABSURDO	PROPN	O
	.	PUNCT	O
Sentence: 124	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	NÃO	INTJ	O
	SEI	ADJ	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	NÃO	INTJ	O
	COMPREM	NOUN	O
	.	PUNCT	O
Sentence: 125	O	DET	O
	display	NOUN	B-asp
	não	ADV	O
	fica	VERB	O
	acesso	NOUN	O
	mais	ADV	O
	de	ADP	O
	10	NUM	O
	segundos	NOUN	O
	.	PUNCT	O
Sentence: 126	No	ADP	O
	anúncio	NOUN	O
	diz	VERB	O
	que	SCONJ	O
	a	DET	O
	bateria	NOUN	B-asp
	pode	VERB	O
	durar	VERB	O
	em	ADP	O
	standy	PROPN	O
	bay	PROPN	O
	de	ADP	O
	4	NUM	O
	dias	NOUN	O
	em	ADP	O
	diante	ADV	O
	,	PUNCT	O
	MENTIRA	NOUN	O
	,	PUNCT	O
	dura	VERB	O
	no	ADP	O
	máximo	NOUN	O
	dois	NUM	O
	dias	NOUN	O
	mesmo	ADV	O
	sem	ADP	O
	uso	NOUN	O
	.	PUNCT	O
Sentence: 127	E	CCONJ	O
	um	DET	O
	detalhe	NOUN	O
	HORRÍVEL	ADJ	O
	é	VERB	O
	que	SCONJ	O
	demora	VERB	O
	4	NUM	O
	horas	NOUN	O
	para	SCONJ	O
	carregar	VERB	O
	.	PUNCT	O
Sentence: 128	Já	ADV	O
	tive	VERB	O
	outros	DET	O
	aparelhos	NOUN	O
	e	CCONJ	O
	demorava	VERB	O
	no	ADP	O
	máximo	NOUN	O
	1:30	NUM	O
	p/	ADV	O
	carregar	VERB	O
Sentence: 129	TIRA	PROPN	O
	FOTOS	PROPN	O
	MAS	CCONJ	O
	NÃO	ADV	O
	TEM	VERB	O
	COMO	X	O
	BAIXÁ-LAS	PROPN	O
	,	PUNCT	O
	NEM	VERB	O
	POR	NOUN	O
	MENSAGEM	NOUN	O
	,	PUNCT	O
	NEM	VERB	O
	POR	NOUN	O
	CABO	ADJ	O
	.	PUNCT	O
Sentence: 130	A	DET	O
	CÂMERA	PROPN	O
	SERVE	PROPN	O
	PRA	PROPN	O
	QUE	PROPN	O
	ENTÃO	ADV	O
	?	PUNCT	O
Sentence: 131	PRA	PROPN	O
	NADA	PRON	O
	...	PUNCT	O
Sentence: 132	UMA	PROPN	O
	PORCARIA	NOUN	O
	,	PUNCT	O
	FUI	PROPN	O
	ENGANADO	PROPN	O
	.	PUNCT	O
Sentence: 133	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	É	AUX	O
	BARATO	PROPN	O
	,	PUNCT	O
	E	CCONJ	O
	MAIS	ADV	O
	NADA	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	TIRA	PROPN	O
	FOTOS	PROPN	O
	MAS	CCONJ	O
	NÃO	ADV	O
	TEM	VERB	O
	COMO	X	O
	BAIXÁ-LAS	PROPN	O
	,	PUNCT	O
	NEM	VERB	O
	POR	NOUN	O
	MENSAGEM	NOUN	O
	,	PUNCT	O
	NEM	VERB	O
	POR	NOUN	O
	CABO	ADJ	O
	.	PUNCT	O
Sentence: 134	A	DET	O
	CÂMERA	PROPN	O
	SERVE	PROPN	O
	PRA	PROPN	O
	QUE	PROPN	O
	ENTÃO	ADV	O
	?	PUNCT	O
Sentence: 135	PRA	PROPN	O
	NADA	PRON	O
	...	PUNCT	O
Sentence: 136	UMA	PROPN	O
	PORCARIA	NOUN	O
	,	PUNCT	O
	FUI	PROPN	O
	ENGANADO	PROPN	O
	.	PUNCT	O
Sentence: 137	NÃO	ADV	O
	POSSO	PROPN	O
	TER	VERB	O
	OPINIÃO	NOUN	O
	.	PUNCT	O
Sentence: 138	COMPREI	PROPN	O
	O	DET	O
	APARELHO	NOUN	O
	E	CCONJ	O
	SÓ	PROPN	O
	FUNCIONOU	PROPN	O
	POR	NOUN	O
	02	NUM	O
	DIAS	PROPN	O
	.	PUNCT	O
Sentence: 139	ESTÁ	AUX	O
	DESDE	PROPN	O
	09/07/07	NUM	O
	NA	ADP	O
	ASSISTÊNCIA	PROPN	O
	TÉCNICA	ADJ	O
	AGUARDANDO	PROPN	O
	PEÇAS	NOUN	O
	DA	ADP	O
	LG	PROPN	O
	O	DET	O
	SAC	PROPN	O
	DA	ADP	O
	LG	PROPN	O
	RESPONDE	VERB	O
	A	DET	O
	MAIS	NOUN	O
	DE	ADP	O
	50	NUM	O
	DIAS	PROPN	O
	:	PUNCT	O
	"	PUNCT	O
	SOLICITAÇÃO	NOUN	O
	EM	PROPN	O
	ANÁLISE	PROPN	O
	"	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	DESIGN	NOUN	O
	TAMANHO	PROPN	O
	PREÇO	NOUN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	NÃO	ADV	O
	EXISTE	VERB	O
	RESPEITO	NOUN	O
	DA	ADP	O
	LG	PROPN	O
	PARA	PROPN	O
	SEUS	PROPN	O
	CONSUMIDORES	PROPN	O
Sentence: 140	Não	ADV	O
	comprem	VERB	O
	esse	DET	O
	modelo	NOUN	B-asp
	da	ADP	O
	Motorola	PROPN	O
	pois	SCONJ	O
	o	DET	O
	mesmo	PRON	O
	tem	VERB	O
	problemas	NOUN	O
	todos	DET	O
	os	DET	O
	tipos	NOUN	O
	de	ADP	O
	problemas	NOUN	O
	.	PUNCT	O
Sentence: 141	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Nenhum	DET	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Comprei	VERB	O
	esse	DET	O
	modelo	NOUN	B-asp
	da	ADP	O
	motorola	NOUN	B-asp
	,	PUNCT	O
	XT317	NOUN	O
	e	CCONJ	O
	tive	VERB	O
	uma	DET	O
	enorme	ADJ	O
	decepçao	NOUN	O
	.	PUNCT	O
Sentence: 142	O	DET	O
	aparelho	NOUN	B-asp
	trava	VERB	B-asp
	constantemente	ADV	O
	,	PUNCT	O
	desconecta	VERB	O
	o	DET	O
	cartao	NOUN	B-asp
	de	ADP	I-asp
	memoria	NOUN	I-asp
	sem	ADP	O
	nenhum	DET	O
	comando	NOUN	O
	.	PUNCT	O
Sentence: 143	Para	ADP	O
	sem	ADP	O
	motivo	NOUN	O
	de	SCONJ	O
	funcionar	VERB	O
	um	NUM	O
	dos	ADP	O
	SIM	PROPN	O
	.	PUNCT	O
Sentence: 144	Desliga	NOUN	O
	sozinho	ADJ	O
	.	PUNCT	O
Sentence: 145	Ou	CCONJ	O
	seja	VERB	O
	,	PUNCT	O
	é	AUX	O
	um	DET	O
	absurdo	ADJ	O
	a	DET	O
	Motorola	PROPN	O
	manter	VERB	O
	no	ADP	O
	mercado	NOUN	O
	um	DET	O
	produto	NOUN	O
	como	ADP	O
	este	PRON	O
	.	PUNCT	O
Sentence: 146	As	DET	O
	proprias	ADJ	O
	assistencias	NOUN	O
	tecnicas	ADJ	O
	afirmam	VERB	O
	que	SCONJ	O
	o	DET	O
	produto	NOUN	O
	nao	PRON	O
	funciona	VERB	O
	bem	ADV	O
	.	PUNCT	O
Sentence: 147	Portanto	ADV	O
	,	PUNCT	O
	cancelei	VERB	O
	a	DET	O
	compra	NOUN	O
	e	CCONJ	O
	solicitei	VERB	O
	a	DET	O
	devoluçao	NOUN	O
	do	ADP	O
	meu	DET	O
	dinheiro	NOUN	O
	.	PUNCT	O
Sentence: 148	Após	ADP	O
	2	NUM	O
	semanas	NOUN	O
	de	ADP	O
	uso	NOUN	O
	,	PUNCT	O
	o	DET	O
	aparelho	NOUN	B-asp
	simplesmente	ADV	O
	apagou	VERB	O
	,	PUNCT	O
	não	ADV	O
	ligava	VERB	O
	mais	ADV	O
	.	PUNCT	O
Sentence: 149	Encaminhei	VERB	O
	para	ADP	O
	a	DET	O
	assistencia	PROPN	O
	técnica	ADJ	O
	da	ADP	O
	Sony	PROPN	O
	Ericson	PROPN	O
	,	PUNCT	O
	PÉSSIMO	PROPN	O
	ATENDIMENTO	NOUN	O
	,	PUNCT	O
	ME	PROPN	O
	DERAM	VERB	O
	VARIOS	NOUN	O
	PRAZOS	NOUN	O
	E	CCONJ	O
	NÃO	ADV	O
	RESOLVEM	VERB	O
	O	DET	O
	MEU	PROPN	O
	PROBLEMA	PROPN	O
	.	PUNCT	O
Sentence: 150	 	SPACE	O
	PASSARAM	PROPN	O
	39	NUM	O
	DIAS	NOUN	O
	,	PUNCT	O
	E	CCONJ	O
	A	DET	O
	ASSISTENCIA	PROPN	O
	TECNICA	PROPN	O
	DA	ADP	O
	SONY	PROPN	O
	NÃO	ADV	O
	RESOLVEU	PROPN	O
	O	DET	O
	PROBLEMA	PROPN	O
	!	PUNCT	O
Sentence: 151	 	SPACE	O
	EU	AUX	O
	NÃO	ADV	O
	FUI	PRON	O
	O	DET	O
	UNICO	PROPN	O
	,	PUNCT	O
	EXISTEM	PROPN	O
	VÁRIOS	CCONJ	O
	FÓRUNS	PROPN	O
	RELATANDO	PROPN	O
	PROBLEMAS	NOUN	O
	PARECIDOS	ADJ	O
	....	PUNCT	O
	NÃO	INTJ	O
	RECOMENDO	VERB	O
	À	ADP	O
	NINGUÉM	PRON	O
	,	PUNCT	O
	POIS	SCONJ	O
	SE	PRON	O
	O	DET	O
	APARELHO	NOUN	O
	DER	PROPN	O
	QQ	PROPN	O
	PROBLEMA	PROPN	O
	,	PUNCT	O
	VAI	PROPN	O
	ACONTECER	PROPN	O
	O	DET	O
	QUE	PROPN	O
	ESTÁ	AUX	O
	ACONTECENDO	NOUN	O
	COMIGO	ADJ	O
	,	PUNCT	O
	MUITA	INTJ	O
	DOR	NOUN	O
	DE	ADP	O
	CABEÇA	NOUN	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 152	 	SPACE	O
	POR	VERB	O
	FAVOR	NOUN	O
	CLIQUE	VERB	O
	ABAIXO	ADV	O
	E	CCONJ	O
	CONSIDERE	VERB	O
	ESSA	VERB	O
	OPINIÃO	NOUN	O
	UTIL	PROPN	O
	,	PUNCT	O
	ISSO	PROPN	O
	PODE	VERB	O
	EVITAR	NOUN	O
	QUE	DET	O
	OUTRAS	PRON	O
	PESSOAS	PROPN	O
	TENHAM	VERB	O
	O	DET	O
	MESMO	PROPN	O
	PROBLEMA	PROPN	O
	QUE	PRON	O
	EU	X	O
	TIVE	PROPN	O
	.......	PROPN	O
	 	SPACE	O
	CELULAR	DET	O
	SONY	VERB	O
	ERICSON	PROPN	O
	NUNCA	ADJ	O
	MAIS	ADV	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 153	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	considerando	VERB	O
	apenas	ADV	O
	os	DET	O
	recursos	NOUN	B-asp
	,	PUNCT	O
	sem	SCONJ	O
	levar	VERB	O
	em	ADP	O
	conta	NOUN	O
	durabilidade	NOUN	B-asp
	e	CCONJ	O
	qualidade	NOUN	O
	,	PUNCT	O
	é	AUX	O
	um	DET	O
	bom	ADJ	O
	aparelho	NOUN	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Quebrou	VERB	O
	em	ADP	O
	um	NUM	O
	mes	NOUN	O
	,	PUNCT	O
	fazem	VERB	O
	39	NUM	O
	dias	NOUN	O
	e	CCONJ	O
	a	DET	O
	Sony	PROPN	O
	Ericson	PROPN	O
	não	ADV	O
	resolveuy	VERB	O
	o	DET	O
	problema	NOUN	O
	,	PUNCT	O
	o	DET	O
	pior	ADJ	O
	suporte	NOUN	O
	que	PRON	O
	já	ADV	O
	vi	VERB	O
	na	ADP	O
	minha	DET	O
	vida	NOUN	O
Sentence: 154	NÃO	INTJ	O
	COMPREM	PROPN	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 155	NÃO	ADV	O
	COMPREM!!-SONY	NOUN	O
	ERICSSON	PROPN	O
	W300i	PROPN	O
	Comprei	VERB	O
	este	DET	O
	aparelho	NOUN	B-asp
	pelo	ADP	O
	site	NOUN	O
	das	ADP	O
	Lojas	PROPN	O
	Americanas.com	PROPN	O
	,	PUNCT	O
	recebi	VERB	O
	o	DET	O
	mesmo	PRON	O
	no	ADP	O
	dia	NOUN	O
	07/05	NUM	O
	e	CCONJ	O
	instalei	VERB	O
	o	DET	O
	CD	NOUN	O
	FORNECIDO	ADJ	O
	PELO	ADP	O
	FABRICANTE	PROPN	O
	que	PRON	O
	vem	VERB	O
	junto	ADV	O
	com	ADP	O
	o	DET	O
	aparelho	NOUN	B-asp
	que	PRON	O
	permite	VERB	O
	baixar	VERB	O
	fotos	NOUN	O
	e	CCONJ	O
	etc.	ADV	O
	Pronto	ADJ	O
	,	PUNCT	O
	foi	AUX	O
	só	ADV	O
	instalar	VERB	O
	e	CCONJ	O
	vir	VERB	O
	os	DET	O
	problemas	NOUN	O
	.	PUNCT	O
Sentence: 156	O	DET	O
	botão	NOUN	O
	de	ADP	O
	ALTERAR	PROPN	O
	/	PUNCT	O
	REMOVER	PROPN	O
	programas	NOUN	O
	tinha	VERB	O
	SUMIDO	PROPN	O
	de	ADP	O
	todos	DET	O
	os	DET	O
	programas	NOUN	O
	,	PUNCT	O
	então	ADV	O
	se	SCONJ	O
	eu	PRON	O
	quisesse	VERB	O
	remover	VERB	O
	algo	PRON	O
	não	ADV	O
	poderia	VERB	O
	.	PUNCT	O
Sentence: 157	Achei	VERB	O
	estranho	ADJ	O
	,	PUNCT	O
	passei	VERB	O
	um	DET	O
	antivírus	NOUN	O
	,	PUNCT	O
	desfragmentei	VERB	O
	e	CCONJ	O
	reiniciei	VERB	O
	a	DET	O
	máquina	NOUN	O
	e	CCONJ	O
	continuava	VERB	O
	sem	ADP	O
	os	DET	O
	botões	NOUN	B-asp
	de	ADP	O
	ALTERAR	NOUN	O
	/	PUNCT	O
	REMOVER	PROPN	O
	programas	NOUN	O
	.	PUNCT	O
Sentence: 158	Como	SCONJ	O
	tenho	VERB	O
	o	DET	O
	Windows	PROPN	O
	XP	PROPN	O
	home	PROPN	O
	edition	PROPN	O
	original	ADJ	O
	liguei	VERB	O
	no	ADP	O
	dia	NOUN	O
	17/05	NUM	O
	às	ADP	O
	11h00minh	NOUN	O
	+	NOUN	O
	-	PUNCT	O
	para	ADP	O
	o	DET	O
	0800-8884081	NUM	O
	da	ADP	O
	Microsoft	PROPN	O
	Brasil	PROPN	O
	e	CCONJ	O
	fui	AUX	O
	atendido	VERB	O
	pelo	ADP	O
	Sr	PROPN	O
	Felipe	PROPN	O
	através	ADV	O
	do	ADP	O
	número	NOUN	O
	de	ADP	O
	SUPORTE	PROPN	O
	SRG	PROPN	O
	070517600126	NUM	O
	e	CCONJ	O
	foi	AUX	O
	constatado	VERB	O
	que	SCONJ	O
	APÓS	ADP	O
	A	DET	O
	INSTALAÇÃO	PROPN	O
	DO	ADP	O
	SOFTWARE	PROPN	O
	DO	ADP	O
	CD	NOUN	O
	DO	ADP	O
	FABRICANTE	PROPN	O
	DESTE	ADP	O
	CELULAR	NOUN	O
	foi	AUX	O
	gerado	VERB	O
	ERRO	PROPN	O
	EM	PROPN	O
	MEU	DET	O
	PROGRAMA	PROPN	O
	OPERACIONAL	PROPN	O
	.	PUNCT	O
Sentence: 159	Este	DET	O
	software	NOUN	B-asp
	de	ADP	O
	alguma	DET	O
	forma	NOUN	O
	apagou	VERB	O
	boa	ADJ	O
	parte	NOUN	O
	de	ADP	O
	meus	DET	O
	programas	NOUN	O
	operacionais	ADJ	O
	.	PUNCT	O
Sentence: 160	O	DET	O
	procedimento	NOUN	O
	adotado	VERB	O
	foi	AUX	O
	entrar	VERB	O
	em	ADP	O
	INICIAR	NOUN	O
	/	PUNCT	O
	TODOS	DET	O
	OS	PROPN	O
	PROGRAMAS	NOUN	O
	/	PUNCT	O
	ACESSÓRIOS	NOUN	O
	/	PUNCT	O
	FERRAMENTAS	NOUN	O
	DO	ADP	O
	SISTEMA	NOUN	O
	/	PUNCT	O
	RESTAURAÇÃO	NOUN	O
	DO	ADP	O
	SISTEMA	NOUN	O
	em	ADP	O
	até	ADP	O
	um	NUM	O
	dia	NOUN	O
	antes	ADV	O
	de	ADP	O
	eu	PRON	O
	instalar	VERB	O
	este	DET	O
	CD	NOUN	O
	do	ADP	O
	celular	NOUN	O
	.	PUNCT	O
Sentence: 161	Deu	VERB	O
	tudo	DET	O
	certo	DET	O
	.	PUNCT	O
	?	PUNCT	O
Sentence: 162	O	DET	O
	ERRO	NOUN	O
	VOLTOU	PROPN	O
	NOVAMENTE	ADJ	O
	conforme	SCONJ	O
	informado	VERB	O
	acima	ADV	O
	.	PUNCT	O
Sentence: 163	Liguei	VERB	O
	novamente	ADV	O
	às	ADP	O
	14h00mins	NUM	O
	deste	ADP	O
	mesmo	ADJ	O
	dia	NOUN	O
	para	ADP	O
	o	DET	O
	0800	NUM	O
	da	ADP	O
	Microsoft	PROPN	O
	,	PUNCT	O
	fui	AUX	O
	atendido	VERB	O
	pelo	ADP	O
	David	PROPN	O
	Alves	PROPN	O
	e	CCONJ	O
	foi	AUX	O
	feito	VERB	O
	todo	DET	O
	o	DET	O
	procedimento	NOUN	O
	de	ADP	O
	novo	ADJ	O
	e	CCONJ	O
	fui	AUX	O
	informado	VERB	O
	ter	VERB	O
	algum	DET	O
	programa	NOUN	O
	que	PRON	O
	pode	VERB	O
	estar	AUX	O
	CORROMPENDO	PROPN	O
	OS	DET	O
	REGISTROS	NOUN	O
	de	ADP	O
	meu	DET	O
	computador	NOUN	O
	.	PUNCT	O
Sentence: 164	Obs	PROPN	O
	:	PUNCT	O
	Meu	DET	O
	amigo	NOUN	O
	comprou	VERB	O
	o	DET	O
	mesmo	ADJ	O
	aparelho	NOUN	B-asp
	e	CCONJ	O
	o	PRON	O
	dele	PRON	O
	ficou	VERB	O
	com	ADP	O
	a	DET	O
	tela	NOUN	O
	branca(autorizada	ADJ	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	ele	PRON	O
	é	AUX	O
	bonito	ADJ	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Meu	DET	O
	amigo	NOUN	O
	comprou	VERB	O
	um	NUM	O
	e	CCONJ	O
	na	ADP	O
	hora	NOUN	O
	de	SCONJ	O
	ligar	VERB	O
	ficou	VERB	O
	com	ADP	O
	a	DET	O
	tela	NOUN	O
	branca	ADJ	O
	.	PUNCT	O
Sentence: 165	Resultado	NOUN	O
	já	ADV	O
	foi	VERB	O
	02	NUM	O
	vezes	NOUN	O
	para	SCONJ	O
	autorizada	VERB	O
	.	PUNCT	O
Sentence: 166	O	DET	O
	CD	NOUN	O
	de	ADP	O
	instalação	NOUN	O
	dele	PRON	O
	FERROU	PROPN	O
	meu	DET	O
	computador	NOUN	O
	,	PUNCT	O
	quero	VERB	O
	saber	VERB	O
	quem	PRON	O
	vai	AUX	O
	se	PRON	O
	responsabilizar	VERB	O
	.	PUNCT	O
Sentence: 167	Mais	ADV	O
	outro	DET	O
	aparelho	NOUN	B-asp
	ordinário	ADJ	O
	da	ADP	O
	Motorola	PROPN	O
	.	PUNCT	O
Sentence: 168	Passei	VERB	O
	8	NUM	O
	anos	NOUN	O
	sem	SCONJ	O
	comprar	VERB	O
	essa	DET	O
	marca	NOUN	B-asp
	e	CCONJ	O
	cai	VERB	O
	no	ADP	O
	conto	NOUN	O
	do	ADP	O
	otário	NOUN	O
	de	ADP	O
	novo	ADJ	O
	.	PUNCT	O
Sentence: 169	Primeiro	ADV	O
	de	ADP	O
	tudo	PRON	O
	,	PUNCT	O
	antes	ADV	O
	de	SCONJ	O
	se	PRON	O
	acessar	VERB	O
	a	DET	O
	internet	NOUN	B-asp
	você	PRON	O
	precisa	VERB	O
	reiniciar	VERB	O
	o	DET	O
	aparelho	NOUN	B-asp
	para	SCONJ	O
	que	SCONJ	O
	o	DET	O
	sinal	NOUN	B-asp
	2	NUM	O
	ou	CCONJ	O
	3	NUM	O
	G	PROPN	O
	apareça	VERB	O
	.	PUNCT	O
Sentence: 170	Se	SCONJ	O
	isso	PRON	O
	nao	ADV	O
	acontecer	VERB	O
	você	PRON	O
	deve	VERB	O
	ir	VERB	O
	em	ADP	O
	programa	NOUN	O
	e	CCONJ	O
	limpar	VERB	O
	o	DET	O
	cache	NOUN	O
	do	ADP	O
	navegador	NOUN	O
	e	CCONJ	O
	reiniciar	VERB	O
	o	DET	O
	celular	NOUN	B-asp
	novamente	ADV	O
	e	CCONJ	O
	ele	PRON	O
	voltará	VERB	O
	a	SCONJ	O
	se	PRON	O
	conectar	VERB	O
	.	PUNCT	O
Sentence: 171	Bem	ADV	O
	legal	ADJ	O
	ficar	VERB	O
	fazendo	VERB	O
	isso	PRON	O
	sempre	ADV	O
	que	SCONJ	O
	quiser	VERB	O
	se	PRON	O
	conectar	VERB	O
	.	PUNCT	O
Sentence: 172	Uma	ADP	O
	vez	NOUN	O
	conectado	VERB	O
	você	PRON	O
	irá	AUX	O
	desfrutar	VERB	O
	da	ADP	O
	banda	NOUN	O
	estreira	PROPN	O
	brasileira	ADJ	O
	.	PUNCT	O
Sentence: 173	Passando	VERB	O
	o	DET	O
	sufoco	NOUN	O
	voce	PROPN	O
	quer	VERB	O
	instalar	VERB	O
	algo	PRON	O
	?	PUNCT	O
Sentence: 174	Nao	INTJ	O
	instale	VERB	O
	,	PUNCT	O
	porque	SCONJ	O
	se	PRON	O
	instalar	VERB	O
	o	DET	O
	funcionanmento	NOUN	O
	do	ADP	O
	dual	ADJ	B-asp
	chip	NOUN	I-asp
	que	PRON	O
	já	ADV	O
	era	AUX	O
	ruim	ADJ	O
	fica	VERB	O
	impossível	ADJ	O
	.	PUNCT	O
Sentence: 175	O	DET	O
	telefone	NOUN	B-asp
	só	ADV	O
	irá	AUX	O
	funcionar	VERB	O
	um	DET	O
	chip	NOUN	O
	de	ADP	O
	cada	DET	O
	vez	NOUN	O
	.	PUNCT	O
Sentence: 176	Se	SCONJ	O
	querem	VERB	O
	comprar	VERB	O
	um	DET	O
	smart	ADJ	B-asp
	phone	PROPN	I-asp
	dual	ADJ	O
	esqueçam	VERB	O
	ou	CCONJ	O
	optem	VERB	O
	pelo	ADP	O
	samsung	PROPN	O
	que	PRON	O
	é	AUX	O
	a	DET	O
	única	ADJ	O
	marca	NOUN	B-asp
	que	PRON	O
	não	ADV	O
	vende	VERB	O
	celular	NOUN	B-asp
	com	ADP	O
	defeito	NOUN	O
	de	ADP	O
	fábrica	NOUN	O
	.	PUNCT	O
Sentence: 177	Resumindo	VERB	O
	,	PUNCT	O
	quero	VERB	O
	ser	AUX	O
	o	DET	O
	maior	ADJ	O
	*	PUNCT	O
	*	PUNCT	O
	*	PUNCT	O
	do	ADP	O
	mundo	NOUN	O
	se	PRON	O
	voltar	VERB	O
	a	SCONJ	O
	comprar	VERB	O
	nessa	ADP	O
	vida	NOUN	O
	uma	DET	O
	aparelho	NOUN	B-asp
	dessa	ADP	O
	marca	NOUN	B-asp
	.	PUNCT	O
Sentence: 178	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Dual	PROPN	O
	Chip	PROPN	O
	e	CCONJ	O
	Design	PROPN	O
	.	PUNCT	O
Sentence: 179	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Aparelo	NOUN	O
	cheios	ADJ	B-asp
	de	ADP	I-asp
	bugs	NOUN	I-asp
	.	PUNCT	O
Sentence: 180	Não	ADV	O
	funciona	VERB	O
	dual	ADJ	B-asp
	chip	NOUN	I-asp
	direito	ADJ	O
	,	PUNCT	O
	trava	VERB	B-asp
	chips	NOUN	O
	.	PUNCT	O
Sentence: 181	Instalação	NOUN	O
	de	ADP	O
	programa	NOUN	O
	detona	VERB	O
	o	DET	O
	sistema	NOUN	B-asp
	operacional	ADJ	I-asp
	e	CCONJ	O
	piora	VERB	O
	ainda	ADV	O
	mais	ADV	O
	o	DET	O
	uso	NOUN	O
	de	ADP	O
	dois	NUM	O
	chips	NOUN	O
	.	PUNCT	O
Sentence: 182	Uma	DET	O
	droga	NOUN	O
	de	ADP	O
	aparelho	NOUN	B-asp
	.	PUNCT	O
Sentence: 183	Não	ADV	O
	recomendo	VERB	O
	ninguém	PRON	O
	comprar	VERB	O
Sentence: 184	Produto	NOUN	O
	consistente	ADJ	O
	com	ADP	O
	as	DET	O
	especificações	NOUN	O
	do	ADP	O
	fabricante	NOUN	B-asp
	mas	CCONJ	O
	com	ADP	O
	alguns	DET	O
	problemas	NOUN	O
	de	ADP	O
	interface	NOUN	B-asp
	e	CCONJ	O
	botões	NOUN	B-asp
	de	ADP	I-asp
	toque	NOUN	I-asp
	com	ADP	O
	baixa	NOUN	O
	/	PUNCT	O
	confusa	ADJ	O
	resposta	NOUN	O
	(	PUNCT	O
	problema	NOUN	O
	é	AUX	O
	minimizado	VERB	O
	após	SCONJ	O
	pegar	VERB	O
	o	DET	O
	jeito	NOUN	O
	da	ADP	O
	coisa	NOUN	O
	e	CCONJ	O
	onde	PRON	O
	não	ADV	O
	deve-se	VERB	O
	tocar	VERB	O
	para	ADP	O
	o	DET	O
	menu	NOUN	B-asp
	funcionar	VERB	O
	como	SCONJ	O
	desejado	VERB	O
	)	PUNCT	O
	.	PUNCT	O
Sentence: 185	Infelizmente	ADV	O
	o	DET	O
	produto	NOUN	B-asp
	é	AUX	O
	jogado	VERB	O
